ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size (sq.ft),furnished,facilities,additional_facilities,region,facilities_count,additional_facilities_count
100713722,Pendekar,2017,700,Selangor - Cheras,Flat,3,1,1,650,Partially Furnished,None,None,Selangor,0,0
100631549,The Arc @ Cyberjaya,2017,1400,Selangor - Cyberjaya,Service Residence,3,1,2,1000,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Sauna, Parking, Security, Minimart, Jogging Track",None,Selangor,8,0
100215025,The Parque Residences @ Eco Sanctuary,2018,1600,Selangor - Kota Kemuning,Condominium,1,0,1,731,Fully Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Barbeque area, Sauna, Jogging Track, Parking, Security, Playground, Club house","Air-Cond, Washing Machine",Selangor,10,2
100631224,Hillpark Residence,2017,1300,Selangor - Semenyih,Service Residence,3,2,2,823,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Cooking Allowed,Selangor,5,1
100713486,Alanis @ Warisan Puteri,2022,1700,Selangor - Sepang,Service Residence,3,1,2,926,Partially Furnished,"Multipurpose hall, Parking, Security, Playground, Swimming Pool, Barbeque area, Gymnasium",None,Selangor,7,0
100713444,Verdi Eco-Dominiums @ Symphony Hills,2016,3500,Selangor - Cyberjaya,Condominium,4,2,2,1453,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",None,Selangor,14,0
100713313,I Residence @ Kota Damansara,2017,2500,Selangor - Kota Damansara,Service Residence,3,2,2,1255,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,14,4
98500265,Town Villias @ Bukit Gita Bayu,2009,2500,Selangor - Seri Kembangan,Condominium,3,0,3,1300,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Tennis Court, Multipurpose hall, Club house, Barbeque area","Air-Cond, Cooking Allowed",Selangor,8,2
100713411,Kelana D'Putera,2017,1800,Selangor - Petaling Jaya,Condominium,3,1,2,1148,Partially Furnished,"Parking, Minimart, Jogging Track, Barbeque area, Sauna, Swimming Pool, Squash Court, Playground, Security, Gymnasium, Tennis Court",None,Selangor,11,0
100713189,Sri Acappella Serviced Apartments,1998,1700,Selangor - Shah Alam,Service Residence,2,1,2,945,Partially Furnished,"Gymnasium, Parking, Lift, Barbeque area, Security, Minimart, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,8,3
100512371,Apartment Permai (Damansara Damai),2017,850,Selangor - Damansara Damai,Apartment,3,1,2,700,Partially Furnished,"Parking, Minimart, Security, Playground","Cooking Allowed, Near KTM/LRT",Selangor,4,2
100713124,Sri Alam,2004,2000,Selangor - Shah Alam,Condominium,3,0,3,1400,Fully Furnished,"Gymnasium, Parking, Swimming Pool, Tennis Court, Security, Minimart, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,7,3
100713130,Harmoni 1,2017,1000,Selangor - Subang Jaya,Apartment,3,2,2,800,Partially Furnished,"Security, Parking, Lift, Playground",None,Selangor,4,0
100713129,Eclipse Residence @ Pan'Gaea,2018,2300,Selangor - Cyberjaya,Service Residence,3,0,2,990,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall",None,Selangor,7,0
100713232,Sri Acappella Serviced Apartments,1998,1700,Selangor - Shah Alam,Service Residence,2,1,2,945,Partially Furnished,"Gymnasium, Parking, Lift, Barbeque area, Security, Minimart, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,8,3
97593922,University Tower,2017,2700,Selangor - Petaling Jaya,Condominium,2,0,2,1200,Fully Furnished,"Parking, Playground, Gymnasium, Security, Squash Court, Jogging Track, Swimming Pool, Lift, Multipurpose hall, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor,10,3
100218309,Ascotte Boulevard,2017,850,Selangor - Semenyih,Service Residence,3,2,2,1100,Not Furnished,"Lift, Security, Parking, Swimming Pool, Gymnasium, Playground, Barbeque area, Multipurpose hall",Cooking Allowed,Selangor,8,1
100630834,Canopy Hills,2022,1300,Selangor - Kajang,Condominium,2,0,2,590,Fully Furnished,"Playground, Jogging Track, Multipurpose hall, Gymnasium, Security, Swimming Pool, Lift","Near KTM/LRT, Washing Machine, Air-Cond",Selangor,7,3
100712921,Alanis @ Warisan Puteri,2022,1400,Selangor - Sepang,Condominium,2,0,1,807,Partially Furnished,"Parking, Playground, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Security, Lift, Club house, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine",Selangor,10,4
100712904,Villa Impian (Kota Warisan Sepang),2017,700,Selangor - Sepang,Condominium,1,1,1,450,Not Furnished,"Parking, Gymnasium, Club house, Jogging Track, Sauna, Security, Lift, Barbeque area, Minimart, Swimming Pool, Playground, Multipurpose hall",Cooking Allowed,Selangor,12,1
100713072,Laguna Biru,2017,850,Selangor - Rawang,Apartment,3,1,2,850,Not Furnished,None,Cooking Allowed,Selangor,0,1
100713055,Puncak Baiduri Apartment,2017,1000,Selangor - Cheras,Apartment,3,1,2,1017,Not Furnished,"Security, Swimming Pool, Parking, Minimart",None,Selangor,4,0
100116575,Boulevard 51,2018,1400,Selangor - Petaling Jaya,Service Residence,1,0,1,471,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT",Selangor,8,2
100712825,1 Harmonis,2017,1400,Selangor - Gombak,Condominium,3,1,2,1338,Partially Furnished,"Gymnasium, Jogging Track, Security, Playground, Tennis Court, Swimming Pool","Near KTM/LRT, Cooking Allowed, Internet",Selangor,6,3
100069420,Pangsapuri Kasturi Tiara,2018,1000,Selangor - Cheras,Apartment,3,1,2,1100,Partially Furnished,None,None,Selangor,0,0
100712621,Ampang Prima,2006,1350,Selangor - Others,Condominium,3,0,2,1001,Partially Furnished,"Parking, Barbeque area, Sauna, Club house, Security, Minimart, Gymnasium, Jogging Track, Playground, Swimming Pool, Tennis Court, Lift","Air-Cond, Near KTM/LRT, Cooking Allowed",Selangor,12,3
100712626,City Garden Palm Villa,2017,1500,Selangor - Ampang,Condominium,3,1,2,1200,Partially Furnished,"Swimming Pool, Gymnasium, Parking, Playground, Security, Lift, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed",Selangor,7,3
100712571,Seri Mutiara (Putra Heights),2007,900,Selangor - Putra Heights,Apartment,3,1,1,660,Partially Furnished,None,None,Selangor,0,0
100644289,I Residence @ Kota Damansara,2017,2100,Selangor - Kota Damansara,Service Residence,3,2,2,1250,Fully Furnished,None,"Air-Cond, Cooking Allowed",Selangor,0,2
100570244,Desa Saujana,2017,1000,Selangor - Seri Kembangan,Apartment,3,1,2,1098,Partially Furnished,"Parking, Swimming Pool, Gymnasium, Playground, Security",None,Selangor,5,0
99956079,Silk Residence,2017,1399,Selangor - Cheras,Condominium,3,2,2,1087,Fully Furnished,None,None,Selangor,0,0
100712515,Desa Mentari,2017,750,Selangor - Petaling Jaya,Apartment,3,0,2,780,Not Furnished,"Minimart, Playground, Lift",None,Selangor,3,0
100579543,Flat Puchong Permai,2017,700,Selangor - Puchong,Flat,3,0,2,650,Not Furnished,"Lift, Parking, Minimart","Cooking Allowed, Near KTM/LRT",Selangor,3,2
100712455,Seri Baiduri (Setia Alam),2017,1800,Selangor - Setia Alam,Apartment,3,2,2,920,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
100712453,Suria Rafflesia,2017,1350,Selangor - Setia Alam,Apartment,3,2,2,700,Fully Furnished,"Parking, Playground, Security, Swimming Pool, Multipurpose hall",None,Selangor,5,0
100712448,Seri Baiduri (Setia Alam),2017,1800,Selangor - Setia Alam,Apartment,3,2,2,920,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
100712446,Huni @ Eco Ardence,2017,2100,Selangor - Setia Alam,Service Residence,3,2,2,1014,Not Furnished,None,None,Selangor,0,0
100712371,Gugusan Kemboja,2017,920,Selangor - Kota Damansara,Flat,3,0,2,850,Partially Furnished,"Playground, Parking","Air-Cond, Near KTM/LRT, Cooking Allowed",Selangor,2,3
100169987,The Heritage,2017,1350,Selangor - Seri Kembangan,Service Residence,1,1,1,480,Fully Furnished,"Security, Sauna, Parking, Playground, Swimming Pool, Barbeque area, Minimart, Gymnasium, Squash Court, Tennis Court, Jogging Track, Club house, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,13,4
99955896,The Heritage,2017,1900,Selangor - Seri Kembangan,Service Residence,2,0,2,996,Fully Furnished,"Playground, Parking, Club house, Minimart, Swimming Pool, Gymnasium, Security, Lift, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,9,4
100712232,Seri Baiduri (Setia Alam),2017,1100,Selangor - Setia Alam,Apartment,3,2,2,900,Partially Furnished,None,Cooking Allowed,Selangor,0,1
100712006,Villa Impian (Kota Warisan Sepang),2017,1200,Selangor - Sepang,Apartment,3,0,2,720,Partially Furnished,"Parking, Security, Playground, Minimart",Cooking Allowed,Selangor,4,1
100712004,Birchwood Court,2017,650,Selangor - Rawang,Apartment,3,1,2,784,Not Furnished,None,None,Selangor,0,0
100712186,The Zizz,2019,2100,Selangor - Damansara Damai,Condominium,3,3,3,1224,Fully Furnished,Gymnasium,None,Selangor,1,0
100402972,Tasik Heights Apartment,2017,1080,Selangor - Cheras,Apartment,3,1,2,850,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
99973408,Ten Kinrara,2017,1800,Selangor - Bandar Kinrara,Service Residence,2,2,2,861,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,5,3
100711995,The Zizz,2019,1450,Selangor - Damansara Damai,Condominium,3,2,2,900,Partially Furnished,Gymnasium,None,Selangor,1,0
100711973,Sphere Damansara,2016,1600,Selangor - Damansara Damai,Condominium,3,2,2,1200,Partially Furnished,None,None,Selangor,0,0
100711962,Sphere Damansara,2016,2750,Selangor - Damansara Damai,Condominium,4,4,4,2400,Partially Furnished,None,None,Selangor,0,0
100711959,One Damansara,2013,1300,Selangor - Petaling Jaya,Condominium,3,1,2,1012,Partially Furnished,None,None,Selangor,0,0
100711953,One Damansara,2013,3000,Selangor - Petaling Jaya,Condominium,3,3,4,2800,Fully Furnished,None,None,Selangor,0,0
94015866,Park Avenue (Damansara Damai),2006,1400,Selangor - Damansara Damai,Service Residence,3,2,2,1050,Not Furnished,"Parking, Barbeque area, Sauna, Club house, Gymnasium, Swimming Pool, Multipurpose hall, Security, Minimart, Playground, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,11,3
90548550,Park Avenue (Damansara Damai),2006,850,Selangor - Damansara Damai,Service Residence,3,0,2,675,Not Furnished,"Minimart, Squash Court, Swimming Pool, Sauna, Security, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Parking",Cooking Allowed,Selangor,11,1
89885446,Vista Damansara,2017,850,Selangor - Damansara Damai,Apartment,3,0,1,657,Not Furnished,None,Cooking Allowed,Selangor,0,1
89885321,Saujana Damansara,2017,700,Selangor - Damansara Damai,Apartment,3,0,1,675,Not Furnished,None,Cooking Allowed,Selangor,0,1
100553793,Pinnacle (Petaling Jaya),2016,2100,Selangor - Petaling Jaya,Condominium,3,2,3,855,Partially Furnished,"Multipurpose hall, Jogging Track, Playground, Swimming Pool, Gymnasium, Security, Barbeque area, Club house, Parking, Lift, Minimart","Air-Cond, Washing Machine, Cooking Allowed, Near KTM/LRT",Selangor,11,4
100608762,Pinnacle (Petaling Jaya),2016,1650,Selangor - Petaling Jaya,Condominium,2,1,2,709,Partially Furnished,"Jogging Track, Club house, Playground, Swimming Pool, Barbeque area, Multipurpose hall, Security, Gymnasium, Lift, Parking, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,11,4
100711455,The Wharf (Puchong),2014,1300,Selangor - Puchong,Service Residence,2,1,2,818,Partially Furnished,"Jogging Track, Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium, Parking, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,8,5
100591711,La Thea Residences,2016,1800,Selangor - Puchong,Condominium,3,2,2,970,Partially Furnished,"Security, Gymnasium, Swimming Pool, Parking, Lift, Playground, Sauna, Barbeque area, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,10,4
100711610,Sri Alam,2004,1800,Selangor - Shah Alam,Condominium,4,1,2,1400,Fully Furnished,"Gymnasium, Parking, Security, Tennis Court, Minimart, Playground, Swimming Pool",Cooking Allowed,Selangor,7,1
100711603,Pangsapuri Resak,2017,1000,Selangor - Shah Alam,Apartment,3,1,2,850,Partially Furnished,"Swimming Pool, Security, Parking, Playground, Tennis Court","Cooking Allowed, Washing Machine",Selangor,5,2
100420910,Ria Prima,2017,750,Selangor - Kajang,Apartment,3,1,2,850,Not Furnished,"Parking, Security, Lift, Swimming Pool",Cooking Allowed,Selangor,4,1
100458125,Pangsapuri Sri Alpinia,2017,800,Selangor - Puchong,Apartment,3,1,2,800,Not Furnished,"Parking, Security, Playground",Cooking Allowed,Selangor,3,1
100666051,Sri Dahlia Apartment,2004,650,Selangor - Puchong,Apartment,3,0,2,678,Not Furnished,"Playground, Parking, Minimart",Cooking Allowed,Selangor,3,1
99983575,Pearl Avenue,2013,1300,Selangor - Kajang,Condominium,3,2,2,1101,Partially Furnished,"Playground, Gymnasium, Jogging Track, Security, Lift, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed",Selangor,7,2
100608924,Unipark Condominium,2018,1500,Selangor - Kajang,Condominium,4,1,4,1290,Partially Furnished,"Swimming Pool, Lift, Security, Playground","Air-Cond, Cooking Allowed",Selangor,4,2
100711514,Garden Park,2001,850,Selangor - Kajang,Condominium,3,1,2,880,Partially Furnished,"Minimart, Playground, Gymnasium, Parking, Security, Swimming Pool, Sauna",None,Selangor,7,0
100711508,Cyberia Crescent 2,2007,1400,Selangor - Cyberjaya,Condominium,3,2,2,1050,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium, Lift, Tennis Court, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,9,4
100711304,Villa Sentosa,2017,850,Selangor - Klang,Apartment,3,0,2,870,Not Furnished,None,None,Selangor,0,0
100472817,The Heritage,2017,2100,Selangor - Seri Kembangan,Service Residence,2,1,2,996,Fully Furnished,"Playground, Squash Court, Barbeque area, Minimart, Swimming Pool, Sauna, Jogging Track, Club house, Parking, Security, Gymnasium, Tennis Court, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,13,4
100711389,The Heritage,2017,3000,Selangor - Seri Kembangan,Service Residence,3,1,3,1500,Fully Furnished,"Playground, Jogging Track, Barbeque area, Sauna, Club house, Security, Minimart, Swimming Pool, Tennis Court, Gymnasium, Parking, Squash Court, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,13,4
100711171,Subang Perdana Goodyear Court 10,1997,1300,Selangor - Subang Jaya,Apartment,3,0,2,1073,Partially Furnished,"Parking, Security, Playground, Sauna, Multipurpose hall, Minimart, Swimming Pool","Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor,7,3
100711356,Residensi Adelia,2017,1200,Selangor - Kajang,Condominium,3,2,3,1082,Partially Furnished,"Minimart, Playground, Parking, Gymnasium, Lift, Swimming Pool, Squash Court, Barbeque area, Sauna, Security",None,Selangor,10,0
100711327,The Heritage,2017,3000,Selangor - Seri Kembangan,Service Residence,3,1,3,1500,Fully Furnished,"Playground, Jogging Track, Barbeque area, Sauna, Club house, Security, Minimart, Swimming Pool, Tennis Court, Gymnasium, Parking, Squash Court, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,13,4
100711287,Flat Pkns Section 17 Shah Alam,2017,700,Selangor - Shah Alam,Flat,1,0,1,625,Not Furnished,None,None,Selangor,0,0
100710836,Centrestage Designer Suite,2017,1600,Selangor - Petaling Jaya,Service Residence,2,0,2,750,Fully Furnished,Parking,"Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Selangor,1,4
100710826,Bell Suites,2017,700,Selangor - Sepang,Condominium,1,1,1,450,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Sauna, Gymnasium, Club house",None,Selangor,10,0
100711057,Laguna Biru,2017,995,Selangor - Rawang,Apartment,3,0,2,850,Fully Furnished,"Parking, Security, Lift, Playground, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor,5,3
100711048,Hillpark Residence,2017,1200,Selangor - Semenyih,Condominium,2,2,2,823,Partially Furnished,None,None,Selangor,0,0
100711032,Goodview Heights,2016,1250,Selangor - Kajang,Apartment,3,0,2,903,Fully Furnished,"Security, Parking",Air-Cond,Selangor,2,1
100711028,Simfoni @ Eco Majestic,2017,650,Selangor - Semenyih,Apartment,3,1,2,750,Not Furnished,"Parking, Security, Lift, Playground, Barbeque area",None,Selangor,5,0
100711024,Amara Service Residences,2014,1500,Selangor - Batu Caves,Service Residence,3,2,2,1012,Fully Furnished,"Playground, Sauna, Security, Swimming Pool, Gymnasium, Barbeque area, Minimart, Jogging Track, Parking, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,10,4
100711018,Astana Alam Apartment 3,2017,650,Selangor - Puncak Alam,Apartment,3,1,2,720,Not Furnished,"Parking, Jogging Track, Security, Swimming Pool",Cooking Allowed,Selangor,4,1
100711005,Templer Impian,2017,1500,Selangor - Rawang,Condominium,3,1,3,1500,Fully Furnished,"Security, Swimming Pool, Minimart, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor,6,3
100628784,Bayu Puteri,2004,1250,Selangor - Petaling Jaya,Apartment,3,1,2,850,Partially Furnished,"Parking, Playground, Sauna, Swimming Pool, Gymnasium, Security, Tennis Court, Barbeque area, Minimart, Lift","Air-Cond, Cooking Allowed",Selangor,10,2
100391138,Mutiara Residence,2017,1300,Selangor - Seri Kembangan,Service Residence,3,2,2,750,Fully Furnished,"Gymnasium, Barbeque area, Security","Air-Cond, Cooking Allowed, Washing Machine",Selangor,3,3
100590392,Southville City @ Kl South Bangi,2017,1500,Selangor - Bangi,Condominium,2,2,1,655,Partially Furnished,None,None,Selangor,0,0
100710927,Taman Subang Perdana Flat,2017,700,Selangor - Shah Alam,Apartment,3,0,2,650,Not Furnished,"Parking, Playground",Cooking Allowed,Selangor,2,1
99037147,Trefoil,2015,1200,Selangor - Setia Alam,Studio,1,0,2,486,Fully Furnished,"Parking, Lift, Security, Swimming Pool, Gymnasium, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed",Selangor,8,2
100710548,Metia Residence,2017,1300,Selangor - Shah Alam,Service Residence,2,2,2,850,Not Furnished,"Parking, Security, Lift, Playground, Gymnasium, Swimming Pool, Sauna, Barbeque area, Minimart, Multipurpose hall",Cooking Allowed,Selangor,10,1
100710544,Amara Service Residences,2014,1100,Selangor - Batu Caves,Service Residence,3,2,2,1051,Not Furnished,"Playground, Sauna, Security, Swimming Pool, Gymnasium, Barbeque area, Minimart, Jogging Track, Lift, Parking",None,Selangor,10,0
100710543,Evergreen Park,1997,1500,Selangor - Cheras,Condominium,3,2,2,1184,Fully Furnished,"Security, Parking, Playground, Swimming Pool, Gymnasium, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor,7,3
100710526,Maisson Ara Damansara,2017,2800,Selangor - Ara Damansara,Service Residence,3,1,2,1020,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
100710782,Baiduri Courts (Bukit Puchong),2017,1200,Selangor - Alam Impian,Apartment,3,1,2,774,Fully Furnished,"Security, Playground, Multipurpose hall, Parking, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,7,4
100710772,Pangsapuri Kempas,2000,1000,Selangor - Cheras,Apartment,3,1,2,800,Partially Furnished,"Parking, Playground, Security, Jogging Track","Air-Cond, Cooking Allowed",Selangor,4,2
100710432,Aurora Residence @ Lake Side City,2017,2000,Selangor - Others,Service Residence,3,2,2,1150,Fully Furnished,"Tennis Court, Sauna, Security, Multipurpose hall, Barbeque area, Playground, Swimming Pool, Gymnasium",None,Selangor,8,0
100710738,Seri Mutiara (Putra Heights),2007,900,Selangor - Putra Heights,Apartment,3,0,1,660,Not Furnished,"Security, Lift, Playground, Minimart",Near KTM/LRT,Selangor,4,1
100349334,Amerin Residence,2017,1600,Selangor - Kajang,Service Residence,2,2,2,913,Fully Furnished,"Security, Lift, Playground, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Washing Machine",Selangor,5,3
100365232,Landmark Residence,2019,1300,Selangor - Kajang,Service Residence,1,1,1,518,Fully Furnished,"Squash Court, Jogging Track, Sauna, Minimart, Gymnasium, Tennis Court, Security, Playground, Swimming Pool, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Selangor,11,3
100710675,Pusat Hentian Kajang,2017,900,Selangor - Kajang,Flat,3,0,2,900,Partially Furnished,None,"Washing Machine, Cooking Allowed",Selangor,0,2
100710674,Main Place Residence,2014,1700,Selangor - USJ,Service Residence,3,0,2,925,Fully Furnished,None,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor,0,4
100710598,Puncak Nusa Kelana,2017,2200,Selangor - Petaling Jaya,Condominium,4,0,3,1500,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium, Squash Court",None,Selangor,7,0
100710594,Alam Perdana Flat,2017,500,Selangor - Puncak Alam,Flat,3,0,2,650,Partially Furnished,Parking,None,Selangor,1,0
100710592,Residensi Medan,2017,1300,Selangor - Petaling Jaya,Apartment,3,2,2,850,Partially Furnished,None,Air-Cond,Selangor,0,1
100710579,Empire City Halo Sunday,2015,1100,Selangor - Petaling Jaya,Studio,1,0,1,450,Fully Furnished,None,None,Selangor,0,0
100710384,Putra Ria Apartment (Seri Kembangan),2017,850,Selangor - Balakong,Apartment,3,0,2,752,Partially Furnished,"Minimart, Parking, Lift, Playground, Security","Cooking Allowed, Air-Cond",Selangor,5,2
100710383,Greenview Residence,2006,1200,Selangor - Kajang,Condominium,4,1,2,1366,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Jogging Track, Parking, Club house, Security, Minimart, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor,10,3
100710374,Amara Service Residences,2014,1050,Selangor - Batu Caves,Service Residence,3,1,2,1012,Not Furnished,"Sauna, Gymnasium, Minimart, Swimming Pool, Jogging Track, Barbeque area, Security, Playground, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor,10,3
100710369,B11 Parkland Residence,2017,1600,Selangor - Cheras,Service Residence,2,1,2,704,Partially Furnished,None,None,Selangor,0,0
100710368,Jelutong Apartment @ Selayang Heights,2017,850,Selangor - Gombak,Apartment,3,1,2,850,Not Furnished,"Minimart, Jogging Track, Parking, Lift, Playground",Cooking Allowed,Selangor,5,1
100710256,Hill10 Residence @ I-City,2017,2500,Selangor - Shah Alam,Service Residence,2,0,1,560,Fully Furnished,"Swimming Pool, Gymnasium, Parking, Security, Sauna, Playground, Jogging Track, Barbeque area","Near KTM/LRT, Air-Cond, Cooking Allowed, Washing Machine",Selangor,8,4
100628376,Sentrovue,2018,1100,Selangor - Puncak Alam,Service Residence,4,1,3,842,Partially Furnished,"Minimart, Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium, Parking",None,Selangor,7,0
100710080,Seri Jati Apartments @ Setia Alam,2014,1100,Selangor - Setia Alam,Apartment,3,0,2,813,Not Furnished,"Parking, Playground, Jogging Track",None,Selangor,3,0
100709707,Tasik Heights Apartment,2017,1300,Selangor - Cheras,Apartment,3,1,2,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Jogging Track, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor,6,3
100709863,Impiria Residensi Bukit Tinggi Klang,2018,2000,Selangor - Klang,Service Residence,3,0,3,1067,Not Furnished,"Parking, Minimart, Playground, Swimming Pool, Gymnasium, Security, Lift, Squash Court, Sauna",None,Selangor,9,0
100709837,Lakefront Homes @ Cyberjaya,2021,1900,Selangor - Cyberjaya,Condominium,3,2,2,1010,Partially Furnished,None,None,Selangor,0,0
100709749,Bell Suites,2017,1500,Selangor - Sepang,Condominium,1,1,1,450,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor,14,5
97567897,Bsp 21,2018,850,Selangor - Bandar Saujana Putra,Condominium,1,0,1,610,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",None,Selangor,14,0
100709613,Tiara Ampang,2017,2000,Selangor - Ampang,Condominium,3,0,3,2500,Partially Furnished,"Security, Swimming Pool",None,Selangor,2,0
100008716,Jaya One Residences,2017,2800,Selangor - Petaling Jaya,Service Residence,3,2,2,1050,Fully Furnished,"Gymnasium, Security, Minimart, Swimming Pool, Playground, Squash Court, Parking","Air-Cond, Cooking Allowed",Selangor,7,2
100709385,Laguna Biru,2017,800,Selangor - Rawang,Apartment,3,1,2,850,Partially Furnished,"Parking, Security, Lift, Jogging Track, Club house","Air-Cond, Cooking Allowed",Selangor,5,2
100709383,Green Acre Park,2001,950,Selangor - Kajang,Condominium,3,1,2,1020,Partially Furnished,"Minimart, Swimming Pool, Gymnasium, Security, Tennis Court, Parking, Barbeque area, Playground, Lift","Air-Cond, Cooking Allowed",Selangor,9,2
100709389,Tasik Heights Apartment,2017,1400,Selangor - Cheras,Apartment,3,1,2,850,Fully Furnished,"Parking, Security, Lift, Playground, Jogging Track, Minimart","Cooking Allowed, Washing Machine",Selangor,6,2
100709376,Aster Residence Cheras,2021,2600,Selangor - Alam Impian,Condominium,2,1,2,650,Fully Furnished,"Security, Gymnasium, Parking, Swimming Pool, Playground, Barbeque area",None,Selangor,6,0
100709472,Pinang Heights,2017,1800,Selangor - Shah Alam,Condominium,4,2,2,1250,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",Cooking Allowed,Selangor,9,1
